Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_ref,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_ref,LogLat_citekey,ColonySpecies,Colony_citekey,ColonyCitation_other,Notes
Prochlorococcus,marinus,EQPAC1,Prochlorococcus_marinus_EQPAC1-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.655,1907,,[@billerGenomesDiverseIsolates2014],NCBI,"GCA_000759875.1 ASM75987v1 scaffolds: 8 contigs: 8 N50: 328,627 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209979,0.00,-180.00,,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],https://doi.org/10.1007/s00338-021-02176-w,
Synechococcus,sp.,WH7803,Synechococcus_sp._WH7803-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,https://roscoff-culture-collection.org/rcc-strain-details/752,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.367,2586,,,NCBI,"GCA_000063505.1 ASM6350v1 scaffolds: 1 contigs: 1 N50: 2,366,980 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=174736,33.75,-67.50,https://roscoff-culture-collection.org/rcc-strain-details/752,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/59,
Synechococcus,sp.,WH8101,Synechococcus_sp._WH8101-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.63,2816,,,NCBI,"GCA_004209775.1 ASM420977v1 scaffolds: 1 contigs: 1 N50: 2,630,292 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=451744,41.31,-70.40,,[@marstonWholeGenomeSequenceCyanobacterium2020],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/60,
Synechococcus,sp.,WH8103,Synechococcus_sp._WH8103-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.43,2648,,,NCBI,"GCA_001182765.1 WH8103.1 scaffolds: 1 contigs: 1 N50: 2,429,688 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=240763,28.50,-67.39,https://roscoff-culture-collection.org/rcc-strain-details/2366,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/61,
Synechococcus,sp.,WH8109,Synechococcus_sp._WH8109-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.112,2363,,,NCBI,"GCA_000161795.2 ASM16179v2 scaffolds: 1 contigs: 1 N50: 2,111,515 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=228479,39.48,-70.46,https://roscoff-culture-collection.org/rcc-strain-details/2033,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/62,
Synechococcus,sp.,PCC7002,Synechococcus_sp._PCC7002-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],3.41,2872,,,NCBI,"GCA_000019485.1 ASM1948v1 scaffolds: 7 contigs: 7 N50: 3,008,047 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=300956,,,,,0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/63,
Synechococcus,sp.,MEDNS5,Synechococcus_sp._MEDNS5-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,https://roscoff-culture-collection.org/rcc-strain-details/2368,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.436,2607,,,NCBI,"GCA_014279875.1 ASM1427987v1 scaffolds: 1 contigs: 1 N50: 2,435,869 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=978542,41.00,6.00,https://roscoff-culture-collection.org/rcc-strain-details/2368,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/64,
Synechococcus,sp.,MITS9220,Synechococcus_sp._MITS9220-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,https://roscoff-culture-collection.org/rcc-strain-details/2368,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.424,2650,,,NCBI,"GCA_014304815.1 ASM1430481v1 scaffolds: 1 contigs: 1 N50: 2,424,175 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=979223,,,,,0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/65,
Synechococcus,sp.,NIES-970,Synechococcus_sp._NIES970-aa-gen,yes,Genome,Prokaryote,,,0.75,0.75,0.75,https://mcc.nies.go.jp/strainList.do?strainId=1173&strainNumberEn=NIES-970,,no,[@brahamshaAbundantCellsurfacePolypeptide1996],3.124,2685,,[@shimuraCompleteGenomeSequence2017],NCBI,"GCA_002356215.1 ASM235621v1 scaffolds: 5 contigs: 5 N50: 2,836,539 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=331806,27.00,129.00,,[@shimuraCompleteGenomeSequence2017],0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/66,
Cyanobium,sp.,LEGE06143,Cyanobium_sp_LEGE06143-aa-gen,yes,Genome,Prokaryote,,,0.6,0.6,0.6,,[@ramosCyanobacterialDiversityHeld2018],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],2.571,2780,,,NCBI,"GCA_015207535.1 ASM1520753v1 scaffolds: 317 contigs: 317 N50: 11,389 L50: 69",https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482232,37.07,-8.78,,[@ramosCyanobacterialDiversityHeld2018],0,[@albrechtIdentificationCyanobacteriaEutrophic2017],https://www.frontiersin.org/article/10.3389/fmicb.2017.00923,
Cyanobium,sp.,LEGE06113,Cyanobium_sp_LEGE06113-aa-gen,yes,Genome,Prokaryote,,,0.6,0.6,0.6,,[@ramosCyanobacterialDiversityHeld2018],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],2.937,3076,,,NCBI,"GCA_015207615.1 ASM1520761v1 scaffolds: 18 contigs: 18 N50: 328,991 L50: 3",https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482231,41.05,-8.66,,[@ramosCyanobacterialDiversityHeld2018],0,[@albrechtIdentificationCyanobacteriaEutrophic2017],https://www.frontiersin.org/article/10.3389/fmicb.2017.00924,
Synechococcus,sp.,SynAce01,Synechococcus_sp._SynAce01-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.75,2950,,,JGI,Synechococcus sp. SynAce01: 118502.assembled.fna,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=IMG_2718218441,-68.27,78.12,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2718218441,,0,[@rosalesInfluenceSalinityGrowth2005],https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/69,
Gephyrocapsa,oceanica,RCC1303,Gephyrocapsa_oceanica_RCC1303-aa-trans,yes,Transcriptome,Haptophyte,,,2.3,2.3,2.3,https://roscoff-culture-collection.org/rcc-strain-details/1303,[@vaulotRoscoffCultureCollection2004],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],1,38577,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Gephyrocapsa-oceanica-RCC1303.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,45.00,-1.08,https://roscoff-culture-collection.org/rcc-strain-details/1303,[@vaulotRoscoffCultureCollection2004],0,[@vogtFeedingCapabilitiesLimitations2013],https://onlinelibrary.wiley.com/doi/abs/10.4319/lo.2013.58.6.2145,
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-aa-gen,yes,Genome,Diatom,Pennate,[@mockEvolutionaryGenomicsColdadapted2017],1.5,1.5,2.5,https://ncma.bigelow.org/ccmp1102#.Xnj_f9NKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],80.5,27137,,[@mockEvolutionaryGenomicsColdadapted2017],JGI,"Fragilariopsis cylindrus CCMP 1102: Project: 16035, Fracy1_GeneModels_FilteredModels1_aa.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Fracy1,-64.08,-48.70,https://ncma.bigelow.org/ccmp1102#.XnkDttNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@findlayRapidBiodiagnosticEx2015],https://pubs.rsc.org/en/content/articlelanding/2015/an/c4an01982b,
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-dna-trans,yes,Transcriptome,Diatom,Pennate,[@mockEvolutionaryGenomicsColdadapted2017],1.5,1.5,2.5,https://ncma.bigelow.org/ccmp1102#.Xnj_f9NKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,0,,[@mockEvolutionaryGenomicsColdadapted2017],JGI,"Fragilariopsis cylindrus CCMP 1102: Project: 16035, Fracy1_GeneModels_FilteredModels1_nt.fasta.gz",https://mycocosm.jgi.doe.gov/Fracy1/Fracy1.home.html,-64.08,-48.70,https://ncma.bigelow.org/ccmp1102#.XnkDttNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@findlayRapidBiodiagnosticEx2015],https://pubs.rsc.org/en/content/articlelanding/2015/an/c4an01982b,
Pseudo-nitzschia,multistriata,B856,Pseudo-nitzschia_multistriata_B856-aa-gen,yes,Genome,Diatom,Pennate,[@dalelioSexualVegetativePhases2009],1.65,1.65,23.5,,[@dalelioSexualVegetativePhases2009],no,[@dalelioSexualVegetativePhases2009],56.765,12039,,[@ferrantePseudonitzschiaMultistriataStrain2019],NCBI,ASM90066040v1,https://www.ncbi.nlm.nih.gov/assembly/GCA_900660405.1/,,,,,1,[@orlovaToxicityMorphologyDistribution2008a],https://www.degruyter.com/document/doi/10.1515/BOT.2008.035/html,
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-aa-gen,yes,Genome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],2.25,2.25,33.3,,[@orlovaToxicityMorphologyDistribution2008],no,[@davidovichPatternsSexualReproduction1998],218.73,19703,,,JGI,1076539,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,,,,,1,[@lundholmPhylogenyBacillariaceaeEmphasis2002],http://www.tandfonline.com/doi/abs/10.1017/S096702620100347X,
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-dna-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],2.25,2.25,33.3,,[@orlovaToxicityMorphologyDistribution2008],no,[@davidovichPatternsSexualReproduction1998],1,0,,,JGI,1076539,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,,,,,1,[@lundholmPhylogenyBacillariaceaeEmphasis2002],http://www.tandfonline.com/doi/abs/10.1017/S096702620100347X,
Nitzschia,palea,-,Nitzschia_palea-dna-trans,yes,Transcriptome,Diatom,Pennate,[@kociolekNitzschiaPaleaDiatoms2011],1.75,1.75,13.5,,[@kociolekNitzschiaPaleaDiatoms2011],no,[@nanjappaDiatomFlagellarGenes2017],1,15885,,[@garacciTranscriptomicResponseBenthic2019],ENA,GHBX01000000,https://www.ebi.ac.uk/ena/data/view/GHBX01000000,,,,,1,[@crowellCompleteChloroplastMitochondrial2019],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12824,
Leptocylindrus,danicus,-,Leptocylindrus_danicus-dna-trans,yes,Transcriptome,Diatom,Centric,[@phytopediaPhytoPediaPhytoplankton2012],5.25,5.25,35,https://www.eoas.ubc.ca/research/phytoplankton/diatoms/centric/leptocylindrus/l_danicus.html,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,15701,,[@kessenichTranscriptomicInsightsLife2014],ENA,GAUB01000000,https://www.ebi.ac.uk/ena/data/view/GAUB01000000,,,,,1,[@mahadikEffectDiatomMorphology2017],https://www.sciencedirect.com/science/article/pii/S0022098117302605,
Thalassiosira,antarctica,CCMP982,Thalassiosira_antarctica_CCMP982-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],5.5,5.5,10,https://ncma.bigelow.org/ccmp982#.Xnk3GdNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,31618,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Thalassiosira-antarctica-CCMP982.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,59.50,10.60,https://ncma.bigelow.org/ccmp982#.Xnk3GdNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@miklaszPhysicalConstraintsSize2012],https://www.proquest.com/docview/2462625926/abstract/4E7753534BFE45DBPQ/1,
Thalassiosira,rotula,CCMP3096,Thalassiosira_rotula_CCMP3096-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],8.75,8.75,18.5,https://ncma.bigelow.org/ccmp3096#.Xnk9LNNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,26935,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Thalassiosira-rotula-CCMP3096.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,49.65,-127.43,https://ncma.bigelow.org/ccmp3096#.Xnk9LNNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@gerikasribeiroCulturableDiversityArctic2020],https://doi.org/10.1525/elementa.401,
Chaetoceros,neogracile,CCMP1317,Chaetoceros_neogracile_CCMP1317-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.75,1.75,4.75,https://ncma.bigelow.org/ccmp1317#.Xnk-ltNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,27860,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Chaetoceros-neogracile-CCMP1317.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.85,-117.35,https://ncma.bigelow.org/ccmp1317#.Xnk-ltNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@balzanoMorphologicalGeneticDiversity2017],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12489,
Thalassiosira,minuscula,CCMP1093,Thalassiosira_miniscula_CCMP1093-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],6,6,7.5,https://ncma.bigelow.org/ccmp1093#.XnlszNNKhQI,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,44803,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Thalassiosira-minuscula-CCMP1093.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.90,-117.26,https://ncma.bigelow.org/ccmp1093#.XnlszNNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@fernandesMucilaginousSpeciesThalassiosira2011],http://www.scielo.br/j/abb/a/hggYVbRZK9Bb6wYhcKDF7Yh/?lang=en,
Ditylum,brightwellii,GSO103,Ditylum_brightwellii_GSO103-aa-trans,yes,Transcriptome,Diatom,Centric,[@phytopediaPhytoPediaPhytoplankton2012],33.5,33.5,85,https://www.eoas.ubc.ca/research/phytoplankton/diatoms/centric/ditylum/d_brightwellii.html,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,24623,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Ditylu-brightwellii-GSO103.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@mcfarlandEnhancedLightAbsorption2020],https://www.frontiersin.org/article/10.3389/fmars.2020.00494,
Chaetoceros,curvisetus,-,Chaetoceros_curvisetus-aa-trans,yes,Transcriptome,Diatom,Centric,[@karlsonNordicMicroalgae2020],5.75,8.75,11.25,http://nordicmicroalgae.org/taxon/Chaetoceros%20curvisetus,[@karlsonNordicMicroalgae2020],no,[@nanjappaDiatomFlagellarGenes2017],1,23542,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Chaetoceros-curvisetus .pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@finenkoEffectInorganicPhosphorus1974],http://link.springer.com/10.1007/BF00389251,
(Symbiodinium) Breviolum,minutum,-,Symbiodinium_minutum-aa-gen,yes,Genome,Symbiodinium,,,3.75,3.75,3.75,,[@lajeunesseGeneticsBasedDescriptionSymbiodinium2012],yes,[@shinzatoGenomicApproachCoraldinoflagellate2014],1500,41925,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,symbB.v1.2.augustus.prot.fa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,,,,,1,[@kirkTranscriptomeReprogrammingSymbiodiniaceae2020],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7710908/,
(Symbiodinium) Breviolum,minutum,-,Symbiodinium_minutum-dna-trans,yes,Transcriptome,Symbiodinium,,,3.75,3.75,3.75,,[@lajeunesseGeneticsBasedDescriptionSymbiodinium2012],yes,[@shinzatoGenomicApproachCoraldinoflagellate2014],1,0,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,symbB1_v1.0.transcriptome_assembly.fa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,,,,,1,[@kirkTranscriptomeReprogrammingSymbiodiniaceae2020],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7710908/,
(Symbiodinium) Cladocopium,goreaui,-,Symbiodinium_goreaui-aa-gen,yes,Genome,Symbiodinium,,,3.35,3.35,4.15,,[@chenTransmissionHeterologousClade2016],yes,[@royPhytoplanktonPigmentsCharacterization2011],705,65832,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,symC_aug_40.aa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,,,,,1,[@martinezEnergySourcesDepthGeneralist2020],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7116548/,MesophyticColony
(Symbiodinium) Cladocopium,goreaui,-,Symbiodinium_goreaui-dna-trans,yes,Transcriptome,Symbiodinium,,,3.35,3.35,3.35,,[@chenTransmissionHeterologousClade2016],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,0,,[@shoguchiDraftAssemblySymbiodinium2013],MGU,symC_transcriptome_40.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,,,,,1,[@martinezEnergySourcesDepthGeneralist2020],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7116548/,MesophyticColony
Polarella,glacialis,CCMP1383,Polarella_glacialis_CCMP1383-aa-gen,yes,Genome,Dinoflagellate,,,3,3,6.25,https://ncma.bigelow.org/ccmp1383#.Xn08dNNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,[@montresorBipolarDistributionCystforming2003],2980,58232,,[@stephensPolarellaGlacialisGenomes2019],AARNET,Polarella_glacialis_CCMP1383_PredGene_v1.pep.fa,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,-77.83,163.00,https://ncma.bigelow.org/ccmp1383#.Xn08dNNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@thomsonAntarcticDistributionPigment2004],https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1529-8817.2004.03169.x,
Polarella,glacialis,CCMP2088,Polarella_glacialis_CCMP2088-aa-gen,yes,Genome,Dinoflagellate,,,4.5,4.5,8,https://ncma.bigelow.org/ccmp2088#.Xn08VtNKhQI,[@re3data.orgBigelowNationalCenter2017],yes,[@montresorBipolarDistributionCystforming2003],2760,51713,,[@stephensPolarellaGlacialisGenomes2019],AARNET,Polarella_glacialis_CCMP2088_PredGene_v1.pep.fa,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,78.60,-74.50,https://ncma.bigelow.org/ccmp2088#.Xn08VtNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@thomsonAntarcticDistributionPigment2004],https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1529-8817.2004.03169.x,
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-aa-gen,yes,Genome,Haptophyte,,,3.25,3.25,3.25,,[@wangGenerationReactiveOxygen2011],yes,[@zingoneMorphologicalCharacterizationPhaeocystis2011],198.94,41088,JGI,,JGI,"Phaeocystis antarctica CCMP1374 v2.2: Project: 1070272, Phaant1_GeneCatalog_proteins_20181014.aa.fasta.gz",https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.83,163.00,https://ncma.bigelow.org/ccmp1374#.Xn5BuNNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@shieldsSizefractionatedPhotosynthesisIrradiance2009],https://doi.org/10.1093/plankt/fbp022,
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-dna-trans,yes,Transcriptome,Haptophyte,,,3.25,3.25,3.25,,[@wangGenerationReactiveOxygen2011],yes,[@zingoneMorphologicalCharacterizationPhaeocystis2011],1,0,JGI,,JGI,"Phaeocystis antarctica CCMP1374 v2.2: Project: 1070272, Phaant1_GeneCatalog_transcripts_20181014.nt.fasta.gz",https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.83,163.00,https://ncma.bigelow.org/ccmp1374#.Xn5BuNNKhQI,[@re3data.orgBigelowNationalCenter2017],1,[@shieldsSizefractionatedPhotosynthesisIrradiance2009],https://doi.org/10.1093/plankt/fbp023,
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-aa-gen,yes,Genome,Haptophyte,,,3.45,3.45,3.45,,[@peperzakObservationsFlagellatesColonies2000],yes,[@peperzakObservationsFlagellatesColonies2000],155.85,32196,JGI,,JGI,"Phaeocystis globosa Pg-G v2.3: Project: 1070438, Phaglo1_GeneModels_PhytozomeGeneModels_proteins_20190222.aa.fasta.gz",https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,,,,,1,[@re3data.orgBigelowNationalCenter2017],https://ncma.bigelow.org/CCMP629,
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-dna-trans,yes,Transcriptome,Haptophyte,,,3.45,3.45,3.45,,[@peperzakObservationsFlagellatesColonies2000],yes,[@peperzakObservationsFlagellatesColonies2000],1,0,JGI,,JGI,"Phaeocystis globosa Pg-G v2.3: Project: 1070438, Phaglo1_GeneCatalog_transcripts_20181013.nt.fasta.gz",https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,,,,,1,[@re3data.orgBigelowNationalCenter2017],https://ncma.bigelow.org/CCMP629,
Alexandrium,temarense,CCMP1771,Alexandrium_temarense_CCMP1771-aa-trans,yes,Transcriptome,Dinoflagellate,,,18.75,18.75,19.5,https://ncma.bigelow.org/ccmp1771#.XzvsPpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,135584,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Alexandrium-temarense-CCMP1771/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Alexandrium-temarense-CCMP1771/,50.36,-4.15,https://ncma.bigelow.org/ccmp1771#.XzvsPpNKi3I,[@re3data.orgBigelowNationalCenter2017],1,[@smaydaTurbulenceWatermassStratification2002],https://www.sciencedirect.com/science/article/pii/S1568988302000100,
Amphora,coffeaeformis,CCMP127,Amphora_coffeaeformis_CCMP127-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],3,3,9.25,https://ncma.bigelow.org/ccmp127#.XzvxOJNKi3I,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,15523,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Amphora-coffeaeformis-CCMP127/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Amphora-coffeaeformis-CCMP127/,41.53,-70.67,https://ncma.bigelow.org/ccmp127#.XzvxOJNKi3I,[@re3data.orgBigelowNationalCenter2017],1,[@gardunoTwoDistinctColonial1996a],https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0022-3646.1996.00469.x,
Asterionellopsis,glacialis,CCMP134,Asterionellopsis_glacialis_CCMP134-aa-trans,yes,Transcriptome,Diatom,Pennate,[@re3data.orgBigelowNationalCenter2017],4.5,4.5,9.5,https://ncma.bigelow.org/ccmp134#.XzvzO5NKi3I,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,23387,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Asterionellopsis-glacialis-CCMP134/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Asterionellopsis-glacialis-CCMP134/,32.66,-117.14,https://ncma.bigelow.org/ccmp134#.XzvzO5NKi3I,[@re3data.orgBigelowNationalCenter2017],1,[@kaczmarskaCrypticDiversityCosmopolitan2014],https://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1300306,
Extubocellulus,spinifer,CCMP396,Extubocellulus_spinifer_CCMP396-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.25,1.25,2.75,https://ncma.bigelow.org/ccmp396#.XzwK65NKi3I,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,53419,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Extubocellulus-spinifer-CCMP396/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Extubocellulus-spinifer-CCMP396/,31.32,-113.56,https://ncma.bigelow.org/ccmp396#.XzwK65NKi3I,[@re3data.orgBigelowNationalCenter2017],1,[@dabekMultigenePhylogenyCymatosiraceae2019],https://onlinelibrary.wiley.com/doi/abs/10.1111/jpy.12831,
